Step: 66 | Episode 1 | Return: 2.00 | Elapsed: 0.01 min
Step: 15119 | Episode 379 | Return: 0.00 | Elapsed: 0.72 min
Step: 15144 | Episode 380 | Return: 0.00 | Elapsed: 0.72 min
Step: 15183 | Episode 381 | Return: 0.00 | Elapsed: 0.72 min
Step: 15208 | Episode 382 | Return: 0.00 | Elapsed: 0.72 min
Step: 15244 | Episode 383 | Return: 0.00 | Elapsed: 0.72 min
Step: 15267 | Episode 384 | Return: 0.00 | Elapsed: 0.73 min
Step: 15288 | Episode 385 | Return: 0.00 | Elapsed: 0.73 min
Step: 15360 | Episode 386 | Return: 0.00 | Elapsed: 0.73 min
Step: 15383 | Episode 387 | Return: 0.00 | Elapsed: 0.73 min
Step: 15415 | Episode 388 | Return: 1.00 | Elapsed: 0.73 min
Step: 15449 | Episode 389 | Return: 0.00 | Elapsed: 0.73 min
Step: 15485 | Episode 390 | Return: 1.00 | Elapsed: 0.74 min
Step: 15538 | Episode 391 | Return: 0.00 | Elapsed: 0.74 min
Step: 15577 | Episode 392 | Return: 0.00 | Elapsed: 0.74 min
Step: 15634 | Episode 393 | Return: 0.00 | Elapsed: 0.74 min
Step: 15682 | Episode 394 | Return: 0.00 | Elapsed: 0.75 min
Step: 15718 | Episode 395 | Return: 0.00 | Elapsed: 0.75 min
Step: 15781 | Episode 396 | Return: 0.00 | Elapsed: 0.75 min
Step: 15806 | Episode 397 | Return: 0.00 | Elapsed: 0.75 min
Step: 15845 | Episode 398 | Return: 0.00 | Elapsed: 0.75 min
Step: 15879 | Episode 399 | Return: 1.00 | Elapsed: 0.76 min
Step: 15920 | Episode 400 | Return: 0.00 | Elapsed: 0.76 min
Step: 15990 | Episode 401 | Return: 0.00 | Elapsed: 0.76 min
Step: 16024 | Episode 402 | Return: 1.00 | Elapsed: 0.76 min
Step: 16061 | Episode 403 | Return: 0.00 | Elapsed: 0.76 min
Step: 16086 | Episode 404 | Return: 0.00 | Elapsed: 0.77 min
Step: 16109 | Episode 405 | Return: 0.00 | Elapsed: 0.77 min
Step: 16177 | Episode 406 | Return: 0.00 | Elapsed: 0.77 min
Step: 16211 | Episode 407 | Return: 0.00 | Elapsed: 0.77 min
Step: 16267 | Episode 408 | Return: 2.00 | Elapsed: 0.77 min
Step: 16292 | Episode 409 | Return: 0.00 | Elapsed: 0.78 min
Step: 16326 | Episode 410 | Return: 0.00 | Elapsed: 0.78 min
Step: 16351 | Episode 411 | Return: 0.00 | Elapsed: 0.78 min
Step: 16388 | Episode 412 | Return: 0.00 | Elapsed: 0.78 min
Step: 16447 | Episode 413 | Return: 0.00 | Elapsed: 0.78 min
Step: 16493 | Episode 414 | Return: 0.00 | Elapsed: 0.79 min
Step: 16569 | Episode 415 | Return: 2.00 | Elapsed: 0.79 min
Step: 16594 | Episode 416 | Return: 0.00 | Elapsed: 0.79 min
Step: 16624 | Episode 417 | Return: 0.00 | Elapsed: 0.79 min
Step: 16671 | Episode 418 | Return: 0.00 | Elapsed: 0.79 min
Step: 16712 | Episode 419 | Return: 0.00 | Elapsed: 0.80 min
Step: 16788 | Episode 420 | Return: 0.00 | Elapsed: 0.80 min
Step: 16836 | Episode 421 | Return: 1.00 | Elapsed: 0.80 min
Step: 16899 | Episode 422 | Return: 2.00 | Elapsed: 0.80 min
Step: 16945 | Episode 423 | Return: 0.00 | Elapsed: 0.81 min
Step: 16977 | Episode 424 | Return: 0.00 | Elapsed: 0.81 min
Step: 17019 | Episode 425 | Return: 0.00 | Elapsed: 0.81 min
Step: 17053 | Episode 426 | Return: 0.00 | Elapsed: 0.81 min
Step: 17087 | Episode 427 | Return: 0.00 | Elapsed: 0.81 min
Step: 17135 | Episode 428 | Return: 1.00 | Elapsed: 0.82 min
Step: 17169 | Episode 429 | Return: 1.00 | Elapsed: 0.82 min
Step: 17203 | Episode 430 | Return: 0.00 | Elapsed: 0.82 min
Step: 17262 | Episode 431 | Return: 2.00 | Elapsed: 0.82 min
Step: 17296 | Episode 432 | Return: 1.00 | Elapsed: 0.82 min
Step: 17339 | Episode 433 | Return: 1.00 | Elapsed: 0.83 min
Step: 17395 | Episode 434 | Return: 1.00 | Elapsed: 0.83 min
Step: 17460 | Episode 435 | Return: 2.00 | Elapsed: 0.83 min
Step: 17498 | Episode 436 | Return: 0.00 | Elapsed: 0.83 min
Step: 17534 | Episode 437 | Return: 0.00 | Elapsed: 0.84 min
Step: 17564 | Episode 438 | Return: 0.00 | Elapsed: 0.84 min
Step: 17603 | Episode 439 | Return: 2.00 | Elapsed: 0.84 min
Step: 17649 | Episode 440 | Return: 1.00 | Elapsed: 0.84 min
Step: 17692 | Episode 441 | Return: 0.00 | Elapsed: 0.84 min
Step: 17751 | Episode 442 | Return: 0.00 | Elapsed: 0.85 min
Step: 17786 | Episode 443 | Return: 0.00 | Elapsed: 0.85 min
Step: 17827 | Episode 444 | Return: 0.00 | Elapsed: 0.85 min
Step: 17850 | Episode 445 | Return: 0.00 | Elapsed: 0.85 min
Step: 17889 | Episode 446 | Return: 0.00 | Elapsed: 0.85 min
Step: 17926 | Episode 447 | Return: 0.00 | Elapsed: 0.86 min
Step: 17961 | Episode 448 | Return: 0.00 | Elapsed: 0.86 min
Step: 17986 | Episode 449 | Return: 0.00 | Elapsed: 0.86 min
Step: 18025 | Episode 450 | Return: 0.00 | Elapsed: 0.86 min
Step: 18059 | Episode 451 | Return: 0.00 | Elapsed: 0.86 min
Step: 18095 | Episode 452 | Return: 0.00 | Elapsed: 0.86 min
Step: 18144 | Episode 453 | Return: 0.00 | Elapsed: 0.87 min
Step: 18169 | Episode 454 | Return: 0.00 | Elapsed: 0.87 min
Step: 18222 | Episode 455 | Return: 1.00 | Elapsed: 0.87 min
Step: 18247 | Episode 456 | Return: 0.00 | Elapsed: 0.87 min
Step: 18272 | Episode 457 | Return: 0.00 | Elapsed: 0.87 min
Step: 18317 | Episode 458 | Return: 1.00 | Elapsed: 0.88 min
Step: 18351 | Episode 459 | Return: 1.00 | Elapsed: 0.88 min
Step: 18383 | Episode 460 | Return: 1.00 | Elapsed: 0.88 min
Step: 18430 | Episode 461 | Return: 0.00 | Elapsed: 0.88 min
Step: 18455 | Episode 462 | Return: 0.00 | Elapsed: 0.88 min
Step: 18489 | Episode 463 | Return: 0.00 | Elapsed: 0.89 min
Step: 18544 | Episode 464 | Return: 1.00 | Elapsed: 0.89 min
Step: 18578 | Episode 465 | Return: 0.00 | Elapsed: 0.89 min
Step: 18599 | Episode 466 | Return: 0.00 | Elapsed: 0.89 min
Step: 18645 | Episode 467 | Return: 0.00 | Elapsed: 0.89 min
Step: 18691 | Episode 468 | Return: 1.00 | Elapsed: 0.90 min
Step: 18714 | Episode 469 | Return: 0.00 | Elapsed: 0.90 min
Step: 18737 | Episode 470 | Return: 0.00 | Elapsed: 0.90 min
Step: 18780 | Episode 471 | Return: 0.00 | Elapsed: 0.90 min
Step: 18826 | Episode 472 | Return: 1.00 | Elapsed: 0.90 min
Step: 18906 | Episode 473 | Return: 1.00 | Elapsed: 0.91 min
Step: 18947 | Episode 474 | Return: 0.00 | Elapsed: 0.91 min
Step: 18993 | Episode 475 | Return: 1.00 | Elapsed: 0.91 min
Step: 19027 | Episode 476 | Return: 0.00 | Elapsed: 0.92 min
Step: 19063 | Episode 477 | Return: 0.00 | Elapsed: 0.92 min
Step: 19104 | Episode 478 | Return: 0.00 | Elapsed: 0.92 min
Step: 19141 | Episode 479 | Return: 1.00 | Elapsed: 0.92 min
Step: 19175 | Episode 480 | Return: 0.00 | Elapsed: 0.92 min
Step: 19207 | Episode 481 | Return: 0.00 | Elapsed: 0.93 min
Step: 19268 | Episode 482 | Return: 0.00 | Elapsed: 0.93 min
Step: 19312 | Episode 483 | Return: 0.00 | Elapsed: 0.93 min
Step: 19365 | Episode 484 | Return: 0.00 | Elapsed: 0.93 min
Step: 19397 | Episode 485 | Return: 0.00 | Elapsed: 0.94 min
Step: 19431 | Episode 486 | Return: 0.00 | Elapsed: 0.94 min
Step: 19477 | Episode 487 | Return: 0.00 | Elapsed: 0.94 min
Step: 19518 | Episode 488 | Return: 0.00 | Elapsed: 0.94 min
Step: 19541 | Episode 489 | Return: 0.00 | Elapsed: 0.94 min
Step: 19566 | Episode 490 | Return: 0.00 | Elapsed: 0.94 min
Step: 19609 | Episode 491 | Return: 2.00 | Elapsed: 0.95 min
Step: 19653 | Episode 492 | Return: 0.00 | Elapsed: 0.95 min
Step: 19701 | Episode 493 | Return: 0.00 | Elapsed: 0.95 min
Step: 19742 | Episode 494 | Return: 2.00 | Elapsed: 0.95 min
Step: 19767 | Episode 495 | Return: 0.00 | Elapsed: 0.95 min
Step: 19801 | Episode 496 | Return: 0.00 | Elapsed: 0.96 min
Step: 19867 | Episode 497 | Return: 0.00 | Elapsed: 0.96 min
Step: 19920 | Episode 498 | Return: 0.00 | Elapsed: 0.96 min
Step: 19975 | Episode 499 | Return: 1.00 | Elapsed: 0.96 min
Step: 20009 | Episode 500 | Return: 0.00 | Elapsed: 0.97 min
Step: 20045 | Episode 501 | Return: 1.00 | Elapsed: 0.97 min
Step: 20091 | Episode 502 | Return: 0.00 | Elapsed: 0.97 min
Step: 20132 | Episode 503 | Return: 2.00 | Elapsed: 0.97 min
Step: 20188 | Episode 504 | Return: 0.00 | Elapsed: 0.97 min
Step: 20257 | Episode 505 | Return: 3.00 | Elapsed: 0.98 min
Step: 20298 | Episode 506 | Return: 0.00 | Elapsed: 0.98 min
Step: 20348 | Episode 507 | Return: 0.00 | Elapsed: 0.98 min
Step: 20404 | Episode 508 | Return: 0.00 | Elapsed: 0.98 min
Step: 20448 | Episode 509 | Return: 1.00 | Elapsed: 0.99 min
Step: 20492 | Episode 510 | Return: 0.00 | Elapsed: 0.99 min
Step: 20517 | Episode 511 | Return: 0.00 | Elapsed: 0.99 min
Step: 20542 | Episode 512 | Return: 0.00 | Elapsed: 0.99 min
Step: 20576 | Episode 513 | Return: 0.00 | Elapsed: 0.99 min
Step: 20610 | Episode 514 | Return: 1.00 | Elapsed: 0.99 min
Step: 20631 | Episode 515 | Return: 0.00 | Elapsed: 1.00 min
Step: 20687 | Episode 516 | Return: 1.00 | Elapsed: 1.00 min
Step: 20710 | Episode 517 | Return: 0.00 | Elapsed: 1.00 min
Step: 20749 | Episode 518 | Return: 0.00 | Elapsed: 1.00 min
Step: 20792 | Episode 519 | Return: 0.00 | Elapsed: 1.00 min
Step: 20833 | Episode 520 | Return: 0.00 | Elapsed: 1.01 min
Step: 20858 | Episode 521 | Return: 0.00 | Elapsed: 1.01 min
Step: 20890 | Episode 522 | Return: 0.00 | Elapsed: 1.01 min
Step: 20931 | Episode 523 | Return: 0.00 | Elapsed: 1.01 min
Step: 20954 | Episode 524 | Return: 0.00 | Elapsed: 1.01 min
Step: 20993 | Episode 525 | Return: 0.00 | Elapsed: 1.01 min
Step: 21037 | Episode 526 | Return: 1.00 | Elapsed: 1.02 min
Step: 21081 | Episode 527 | Return: 0.00 | Elapsed: 1.02 min
Step: 21115 | Episode 528 | Return: 0.00 | Elapsed: 1.02 min
Step: 21147 | Episode 529 | Return: 0.00 | Elapsed: 1.02 min
Step: 21183 | Episode 530 | Return: 0.00 | Elapsed: 1.02 min
Step: 21211 | Episode 531 | Return: 1.00 | Elapsed: 1.03 min
Step: 21243 | Episode 532 | Return: 0.00 | Elapsed: 1.03 min
Step: 21277 | Episode 533 | Return: 0.00 | Elapsed: 1.03 min
Step: 21302 | Episode 534 | Return: 0.00 | Elapsed: 1.03 min
Step: 21343 | Episode 535 | Return: 1.00 | Elapsed: 1.03 min
Step: 21379 | Episode 536 | Return: 1.00 | Elapsed: 1.03 min
Step: 21437 | Episode 537 | Return: 0.00 | Elapsed: 1.04 min
Step: 21478 | Episode 538 | Return: 0.00 | Elapsed: 1.04 min
Step: 21522 | Episode 539 | Return: 1.00 | Elapsed: 1.04 min
Step: 21547 | Episode 540 | Return: 0.00 | Elapsed: 1.04 min
Step: 21581 | Episode 541 | Return: 0.00 | Elapsed: 1.04 min
Step: 21622 | Episode 542 | Return: 1.00 | Elapsed: 1.05 min
Step: 21690 | Episode 543 | Return: 0.00 | Elapsed: 1.05 min
Step: 21722 | Episode 544 | Return: 0.00 | Elapsed: 1.05 min
Step: 21756 | Episode 545 | Return: 0.00 | Elapsed: 1.05 min
Step: 21810 | Episode 546 | Return: 2.00 | Elapsed: 1.06 min
Step: 21872 | Episode 547 | Return: 0.00 | Elapsed: 1.06 min
Step: 21923 | Episode 548 | Return: 0.00 | Elapsed: 1.06 min
Step: 21964 | Episode 549 | Return: 0.00 | Elapsed: 1.07 min
Step: 22014 | Episode 550 | Return: 1.00 | Elapsed: 1.07 min
Step: 22039 | Episode 551 | Return: 0.00 | Elapsed: 1.07 min
Step: 22075 | Episode 552 | Return: 0.00 | Elapsed: 1.07 min
Step: 22116 | Episode 553 | Return: 0.00 | Elapsed: 1.07 min
Step: 22146 | Episode 554 | Return: 0.00 | Elapsed: 1.07 min
Step: 22215 | Episode 555 | Return: 3.00 | Elapsed: 1.08 min
Step: 22259 | Episode 556 | Return: 1.00 | Elapsed: 1.08 min
Step: 22293 | Episode 557 | Return: 0.00 | Elapsed: 1.08 min
Step: 22316 | Episode 558 | Return: 0.00 | Elapsed: 1.08 min
Step: 22337 | Episode 559 | Return: 0.00 | Elapsed: 1.09 min
Step: 22362 | Episode 560 | Return: 0.00 | Elapsed: 1.09 min
Step: 22421 | Episode 561 | Return: 1.00 | Elapsed: 1.09 min
Step: 22444 | Episode 562 | Return: 0.00 | Elapsed: 1.09 min
Step: 22469 | Episode 563 | Return: 0.00 | Elapsed: 1.09 min
Step: 22513 | Episode 564 | Return: 1.00 | Elapsed: 1.09 min
Step: 22564 | Episode 565 | Return: 1.00 | Elapsed: 1.10 min
Step: 22598 | Episode 566 | Return: 0.00 | Elapsed: 1.10 min
Step: 22623 | Episode 567 | Return: 0.00 | Elapsed: 1.10 min
Step: 22669 | Episode 568 | Return: 0.00 | Elapsed: 1.10 min
Step: 22699 | Episode 569 | Return: 0.00 | Elapsed: 1.10 min
Step: 22752 | Episode 570 | Return: 1.00 | Elapsed: 1.11 min
Step: 22786 | Episode 571 | Return: 1.00 | Elapsed: 1.11 min
Step: 22841 | Episode 572 | Return: 1.00 | Elapsed: 1.11 min
Step: 22890 | Episode 573 | Return: 0.00 | Elapsed: 1.11 min
Step: 22954 | Episode 574 | Return: 0.00 | Elapsed: 1.12 min
Step: 22995 | Episode 575 | Return: 0.00 | Elapsed: 1.12 min
Step: 23050 | Episode 576 | Return: 1.00 | Elapsed: 1.12 min
Step: 23084 | Episode 577 | Return: 0.00 | Elapsed: 1.12 min
Step: 23109 | Episode 578 | Return: 0.00 | Elapsed: 1.12 min
Step: 23164 | Episode 579 | Return: 1.00 | Elapsed: 1.13 min
Step: 23194 | Episode 580 | Return: 0.00 | Elapsed: 1.13 min
Step: 23237 | Episode 581 | Return: 0.00 | Elapsed: 1.13 min
Step: 23271 | Episode 582 | Return: 0.00 | Elapsed: 1.13 min
Step: 23314 | Episode 583 | Return: 0.00 | Elapsed: 1.13 min
Step: 23365 | Episode 584 | Return: 1.00 | Elapsed: 1.14 min
Step: 23413 | Episode 585 | Return: 1.00 | Elapsed: 1.14 min
Step: 23458 | Episode 586 | Return: 0.00 | Elapsed: 1.14 min
Step: 23497 | Episode 587 | Return: 1.00 | Elapsed: 1.14 min
Step: 23536 | Episode 588 | Return: 0.00 | Elapsed: 1.15 min
Step: 23568 | Episode 589 | Return: 0.00 | Elapsed: 1.15 min
Step: 23604 | Episode 590 | Return: 0.00 | Elapsed: 1.15 min
Step: 23648 | Episode 591 | Return: 0.00 | Elapsed: 1.15 min
Step: 23701 | Episode 592 | Return: 0.00 | Elapsed: 1.15 min
Step: 23754 | Episode 593 | Return: 1.00 | Elapsed: 1.16 min
Step: 23788 | Episode 594 | Return: 0.00 | Elapsed: 1.16 min
Step: 23813 | Episode 595 | Return: 0.00 | Elapsed: 1.16 min
Step: 23855 | Episode 596 | Return: 0.00 | Elapsed: 1.16 min
Step: 23894 | Episode 597 | Return: 0.00 | Elapsed: 1.16 min
Step: 23919 | Episode 598 | Return: 0.00 | Elapsed: 1.17 min
Step: 23963 | Episode 599 | Return: 1.00 | Elapsed: 1.17 min
Step: 24004 | Episode 600 | Return: 0.00 | Elapsed: 1.17 min
Step: 24038 | Episode 601 | Return: 0.00 | Elapsed: 1.17 min
Step: 24091 | Episode 602 | Return: 0.00 | Elapsed: 1.17 min
Step: 24114 | Episode 603 | Return: 0.00 | Elapsed: 1.18 min
Step: 24161 | Episode 604 | Return: 0.00 | Elapsed: 1.18 min
Step: 24212 | Episode 605 | Return: 1.00 | Elapsed: 1.18 min
Step: 24235 | Episode 606 | Return: 0.00 | Elapsed: 1.18 min
Step: 24265 | Episode 607 | Return: 1.00 | Elapsed: 1.18 min
Step: 24299 | Episode 608 | Return: 1.00 | Elapsed: 1.19 min
Step: 24322 | Episode 609 | Return: 0.00 | Elapsed: 1.19 min
Step: 24388 | Episode 610 | Return: 1.00 | Elapsed: 1.19 min
Step: 24413 | Episode 611 | Return: 0.00 | Elapsed: 1.19 min
Step: 24445 | Episode 612 | Return: 0.00 | Elapsed: 1.19 min
Step: 24464 | Episode 613 | Return: 0.00 | Elapsed: 1.19 min
Step: 24507 | Episode 614 | Return: 2.00 | Elapsed: 1.20 min
Step: 24532 | Episode 615 | Return: 0.00 | Elapsed: 1.20 min
Step: 24586 | Episode 616 | Return: 1.00 | Elapsed: 1.20 min
Step: 24638 | Episode 617 | Return: 0.00 | Elapsed: 1.20 min
Step: 24672 | Episode 618 | Return: 0.00 | Elapsed: 1.20 min
Step: 24732 | Episode 619 | Return: 0.00 | Elapsed: 1.21 min
Step: 24777 | Episode 620 | Return: 0.00 | Elapsed: 1.21 min
Step: 24802 | Episode 621 | Return: 0.00 | Elapsed: 1.21 min
Step: 24836 | Episode 622 | Return: 0.00 | Elapsed: 1.21 min
Step: 24857 | Episode 623 | Return: 0.00 | Elapsed: 1.21 min
Step: 24878 | Episode 624 | Return: 0.00 | Elapsed: 1.22 min
Step: 24903 | Episode 625 | Return: 0.00 | Elapsed: 1.22 min
Step: 24983 | Episode 626 | Return: 1.00 | Elapsed: 1.22 min
Step: 25029 | Episode 627 | Return: 0.00 | Elapsed: 1.22 min
Step: 25070 | Episode 628 | Return: 0.00 | Elapsed: 1.22 min
Step: 25111 | Episode 629 | Return: 1.00 | Elapsed: 1.23 min
Step: 25154 | Episode 630 | Return: 0.00 | Elapsed: 1.23 min
Step: 25195 | Episode 631 | Return: 0.00 | Elapsed: 1.23 min
Step: 25236 | Episode 632 | Return: 2.00 | Elapsed: 1.23 min
Step: 25297 | Episode 633 | Return: 2.00 | Elapsed: 1.24 min
Step: 25347 | Episode 634 | Return: 0.00 | Elapsed: 1.24 min
Step: 25400 | Episode 635 | Return: 0.00 | Elapsed: 1.24 min
Step: 25434 | Episode 636 | Return: 1.00 | Elapsed: 1.24 min
Step: 25478 | Episode 637 | Return: 0.00 | Elapsed: 1.24 min
Step: 25532 | Episode 638 | Return: 0.00 | Elapsed: 1.25 min
Step: 25571 | Episode 639 | Return: 0.00 | Elapsed: 1.25 min
Step: 25603 | Episode 640 | Return: 0.00 | Elapsed: 1.25 min
Step: 25647 | Episode 641 | Return: 0.00 | Elapsed: 1.25 min
Step: 25694 | Episode 642 | Return: 0.00 | Elapsed: 1.25 min
Step: 25726 | Episode 643 | Return: 0.00 | Elapsed: 1.26 min
Step: 25760 | Episode 644 | Return: 1.00 | Elapsed: 1.26 min
Step: 25794 | Episode 645 | Return: 0.00 | Elapsed: 1.26 min
Step: 25819 | Episode 646 | Return: 0.00 | Elapsed: 1.26 min
Step: 25860 | Episode 647 | Return: 0.00 | Elapsed: 1.26 min
Step: 25919 | Episode 648 | Return: 0.00 | Elapsed: 1.27 min
Step: 25944 | Episode 649 | Return: 0.00 | Elapsed: 1.27 min
Step: 25978 | Episode 650 | Return: 0.00 | Elapsed: 1.27 min
Step: 26031 | Episode 651 | Return: 0.00 | Elapsed: 1.27 min
Step: 26065 | Episode 652 | Return: 0.00 | Elapsed: 1.27 min
Step: 26119 | Episode 653 | Return: 0.00 | Elapsed: 1.28 min
Step: 26165 | Episode 654 | Return: 0.00 | Elapsed: 1.28 min
Step: 26199 | Episode 655 | Return: 0.00 | Elapsed: 1.28 min
Step: 26243 | Episode 656 | Return: 1.00 | Elapsed: 1.28 min
Step: 26266 | Episode 657 | Return: 0.00 | Elapsed: 1.28 min
Step: 26298 | Episode 658 | Return: 1.00 | Elapsed: 1.29 min
Step: 26354 | Episode 659 | Return: 2.00 | Elapsed: 1.29 min
Step: 26397 | Episode 660 | Return: 2.00 | Elapsed: 1.29 min
Step: 26443 | Episode 661 | Return: 1.00 | Elapsed: 1.29 min
Step: 26468 | Episode 662 | Return: 0.00 | Elapsed: 1.29 min
Step: 26491 | Episode 663 | Return: 0.00 | Elapsed: 1.30 min
Step: 26523 | Episode 664 | Return: 0.00 | Elapsed: 1.30 min
Step: 26544 | Episode 665 | Return: 0.00 | Elapsed: 1.30 min
Step: 26620 | Episode 666 | Return: 1.00 | Elapsed: 1.30 min
Step: 26654 | Episode 667 | Return: 1.00 | Elapsed: 1.30 min
Step: 26688 | Episode 668 | Return: 0.00 | Elapsed: 1.31 min
Step: 26730 | Episode 669 | Return: 1.00 | Elapsed: 1.31 min
Step: 26751 | Episode 670 | Return: 0.00 | Elapsed: 1.31 min
Step: 26770 | Episode 671 | Return: 0.00 | Elapsed: 1.31 min
Step: 26806 | Episode 672 | Return: 0.00 | Elapsed: 1.31 min
Step: 26847 | Episode 673 | Return: 0.00 | Elapsed: 1.32 min
Step: 26872 | Episode 674 | Return: 0.00 | Elapsed: 1.32 min
Step: 26906 | Episode 675 | Return: 0.00 | Elapsed: 1.32 min
Step: 26953 | Episode 676 | Return: 1.00 | Elapsed: 1.32 min
Step: 26987 | Episode 677 | Return: 1.00 | Elapsed: 1.32 min
Step: 27075 | Episode 678 | Return: 1.00 | Elapsed: 1.33 min
Step: 27129 | Episode 679 | Return: 0.00 | Elapsed: 1.33 min
Step: 27154 | Episode 680 | Return: 0.00 | Elapsed: 1.33 min
Step: 27198 | Episode 681 | Return: 1.00 | Elapsed: 1.33 min
Step: 27251 | Episode 682 | Return: 1.00 | Elapsed: 1.34 min
Step: 27276 | Episode 683 | Return: 0.00 | Elapsed: 1.34 min
Step: 27317 | Episode 684 | Return: 0.00 | Elapsed: 1.34 min
Step: 27385 | Episode 685 | Return: 0.00 | Elapsed: 1.34 min
Step: 27415 | Episode 686 | Return: 0.00 | Elapsed: 1.34 min
Step: 27438 | Episode 687 | Return: 0.00 | Elapsed: 1.35 min
Step: 27474 | Episode 688 | Return: 0.00 | Elapsed: 1.35 min
Step: 27518 | Episode 689 | Return: 1.00 | Elapsed: 1.35 min
Step: 27559 | Episode 690 | Return: 2.00 | Elapsed: 1.35 min
Step: 27593 | Episode 691 | Return: 0.00 | Elapsed: 1.35 min
Step: 27629 | Episode 692 | Return: 0.00 | Elapsed: 1.36 min
Step: 27663 | Episode 693 | Return: 0.00 | Elapsed: 1.36 min
Step: 27714 | Episode 694 | Return: 1.00 | Elapsed: 1.36 min
Step: 27781 | Episode 695 | Return: 0.00 | Elapsed: 1.36 min
Step: 27853 | Episode 696 | Return: 1.00 | Elapsed: 1.37 min
Step: 27901 | Episode 697 | Return: 1.00 | Elapsed: 1.37 min
Step: 27926 | Episode 698 | Return: 0.00 | Elapsed: 1.37 min
Step: 27947 | Episode 699 | Return: 0.00 | Elapsed: 1.37 min
Step: 27999 | Episode 700 | Return: 1.00 | Elapsed: 1.37 min
Step: 28056 | Episode 701 | Return: 1.00 | Elapsed: 1.38 min
Step: 28112 | Episode 702 | Return: 0.00 | Elapsed: 1.38 min
Step: 28178 | Episode 703 | Return: 0.00 | Elapsed: 1.38 min
Step: 28208 | Episode 704 | Return: 0.00 | Elapsed: 1.38 min
Step: 28233 | Episode 705 | Return: 0.00 | Elapsed: 1.39 min
Step: 28265 | Episode 706 | Return: 1.00 | Elapsed: 1.39 min
Step: 28290 | Episode 707 | Return: 0.00 | Elapsed: 1.39 min
Step: 28315 | Episode 708 | Return: 0.00 | Elapsed: 1.39 min
Step: 28347 | Episode 709 | Return: 0.00 | Elapsed: 1.39 min
Step: 28372 | Episode 710 | Return: 0.00 | Elapsed: 1.39 min
Step: 28425 | Episode 711 | Return: 0.00 | Elapsed: 1.40 min
Step: 28455 | Episode 712 | Return: 0.00 | Elapsed: 1.40 min
Step: 28499 | Episode 713 | Return: 0.00 | Elapsed: 1.40 min
Step: 28552 | Episode 714 | Return: 1.00 | Elapsed: 1.40 min
Step: 28586 | Episode 715 | Return: 0.00 | Elapsed: 1.41 min
Step: 28630 | Episode 716 | Return: 0.00 | Elapsed: 1.41 min
Step: 28662 | Episode 717 | Return: 0.00 | Elapsed: 1.41 min
Step: 28704 | Episode 718 | Return: 2.00 | Elapsed: 1.41 min
Step: 28755 | Episode 719 | Return: 1.00 | Elapsed: 1.41 min
Step: 28791 | Episode 720 | Return: 0.00 | Elapsed: 1.42 min
Step: 28816 | Episode 721 | Return: 0.00 | Elapsed: 1.42 min
Step: 28839 | Episode 722 | Return: 0.00 | Elapsed: 1.42 min
Step: 28875 | Episode 723 | Return: 1.00 | Elapsed: 1.42 min
Step: 28922 | Episode 724 | Return: 0.00 | Elapsed: 1.42 min
Step: 28963 | Episode 725 | Return: 0.00 | Elapsed: 1.43 min
Step: 28995 | Episode 726 | Return: 1.00 | Elapsed: 1.43 min
Step: 29036 | Episode 727 | Return: 0.00 | Elapsed: 1.43 min
Step: 29059 | Episode 728 | Return: 0.00 | Elapsed: 1.43 min
Step: 29102 | Episode 729 | Return: 0.00 | Elapsed: 1.43 min
Step: 29157 | Episode 730 | Return: 2.00 | Elapsed: 1.44 min
Step: 29216 | Episode 731 | Return: 0.00 | Elapsed: 1.44 min
Step: 29264 | Episode 732 | Return: 0.00 | Elapsed: 1.44 min
Step: 29294 | Episode 733 | Return: 0.00 | Elapsed: 1.44 min
Step: 29345 | Episode 734 | Return: 0.00 | Elapsed: 1.45 min
Step: 29379 | Episode 735 | Return: 0.00 | Elapsed: 1.45 min
Step: 29415 | Episode 736 | Return: 0.00 | Elapsed: 1.45 min
Step: 29447 | Episode 737 | Return: 0.00 | Elapsed: 1.45 min
Step: 29502 | Episode 738 | Return: 1.00 | Elapsed: 1.45 min
Step: 29557 | Episode 739 | Return: 0.00 | Elapsed: 1.46 min
Step: 29591 | Episode 740 | Return: 0.00 | Elapsed: 1.46 min
Step: 29625 | Episode 741 | Return: 0.00 | Elapsed: 1.46 min
Step: 29659 | Episode 742 | Return: 1.00 | Elapsed: 1.46 min
Step: 29682 | Episode 743 | Return: 0.00 | Elapsed: 1.46 min
Step: 29718 | Episode 744 | Return: 1.00 | Elapsed: 1.46 min
Step: 29752 | Episode 745 | Return: 0.00 | Elapsed: 1.47 min
Step: 29782 | Episode 746 | Return: 0.00 | Elapsed: 1.47 min
Step: 29807 | Episode 747 | Return: 0.00 | Elapsed: 1.47 min
Step: 29858 | Episode 748 | Return: 0.00 | Elapsed: 1.47 min
Step: 29901 | Episode 749 | Return: 1.00 | Elapsed: 1.47 min
Step: 29937 | Episode 750 | Return: 0.00 | Elapsed: 1.48 min
Step: 29973 | Episode 751 | Return: 0.00 | Elapsed: 1.48 min
Step: 30023 | Episode 752 | Return: 2.00 | Elapsed: 1.48 min
Step: 30069 | Episode 753 | Return: 1.00 | Elapsed: 1.48 min
Step: 30131 | Episode 754 | Return: 0.00 | Elapsed: 1.49 min
Step: 30161 | Episode 755 | Return: 0.00 | Elapsed: 1.49 min
