Step: 10000291 | Episode 1 | Return: 6.00 | Elapsed: 0.02 min
Step: 10095460 | Episode 368 | Return: 0.00 | Elapsed: 8.76 min
Step: 10095605 | Episode 369 | Return: 0.00 | Elapsed: 8.78 min
Step: 10095774 | Episode 370 | Return: 0.00 | Elapsed: 8.80 min
Step: 10095927 | Episode 371 | Return: 0.00 | Elapsed: 8.82 min
Step: 10096099 | Episode 372 | Return: 0.00 | Elapsed: 8.85 min
Step: 10096344 | Episode 373 | Return: 4.00 | Elapsed: 8.88 min
Step: 10096548 | Episode 374 | Return: 6.00 | Elapsed: 8.90 min
Step: 10096738 | Episode 375 | Return: 1.00 | Elapsed: 8.93 min
Step: 10096996 | Episode 376 | Return: 2.00 | Elapsed: 8.96 min
Step: 10097230 | Episode 377 | Return: 0.00 | Elapsed: 8.99 min
Step: 10097471 | Episode 378 | Return: 5.00 | Elapsed: 9.02 min
Step: 10097590 | Episode 379 | Return: 0.00 | Elapsed: 9.04 min
Step: 10097735 | Episode 380 | Return: 7.00 | Elapsed: 9.05 min
Step: 10097871 | Episode 381 | Return: 4.00 | Elapsed: 9.07 min
Step: 10098207 | Episode 382 | Return: 0.00 | Elapsed: 9.11 min
Step: 10098330 | Episode 383 | Return: 1.00 | Elapsed: 9.13 min
Step: 10098548 | Episode 384 | Return: 0.00 | Elapsed: 9.16 min
Step: 10098713 | Episode 385 | Return: 0.00 | Elapsed: 9.18 min
Step: 10098977 | Episode 386 | Return: 5.00 | Elapsed: 9.21 min
Step: 10099248 | Episode 387 | Return: 2.00 | Elapsed: 9.24 min
Step: 10099487 | Episode 388 | Return: 0.00 | Elapsed: 9.27 min
Step: 10099685 | Episode 389 | Return: 0.00 | Elapsed: 9.30 min
Step: 10099915 | Episode 390 | Return: 0.00 | Elapsed: 9.33 min
